Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Frosinone Calcio S.r.l.,Canarini(Canarios)Giallazzurri(Auri-azules)Ciociari(Ciociaros),1906 comoUnione Sportiva Frusinate,Maurizio Stirpe,Eusebio Di Francesco,Estadio Benito Stirpe,"Frosinone,Italia",16 227 espectadores,Frosinone,Frosinone Calcio
Pendik Spor Kulubü,No data,1950[1]​,Mustafa Şahinyılmaz[1]​,Ivo Vieira,Pendik Stadium[1]​,"Pendik,Estambul",2.500[1]​,Pendik,Pendikspor
Galatasaray Spor Kulübü,Avrupa FatihiSarl-Kırmılılar,20 de octubre de 1905 (118 años),No data,Okan Buruk,Nef Stadium,"Estambul,Turquía",52.280,Estambul,Galatasaray
Профессиональный футбольный клуб Крылья Советов Самара(Professional Football Club Krylia Sovetov Samara),Perya (Plumas)Zelyono-belo-sinie (Verde-Blanco-Azul),1942 (82 años),Vitaliy Shashkov,Igor Osinkin,Samara Arena,"Samara,Rusia",45 000,Samara,Krylya Sovetov Samara
Montevideo City Torque,CitadinosCiudadanosEl City UruguayoLa TEl City Torque,26 de diciembre de 2007 (16 años),Raúl Aquino,Pablo Marini,No data,"Montevideo,Uruguay",No data,Montevideo,Montevideo City Torque
Sporting Clube de Braga,Os Arcebispos(Los Arzobispos)Os ArsenalistasArsenal do MinhoMinhotos(deMinho),19 de enero de 1921 (103 años),António Salvador[1]​,Artur Jorge,Estadio Municipal de Braga,"Braga,Portugal",30 286,Braga,SC Braga
Fotballklubben Bodø/Glimt,GlimtSuperlagetDen Gule Horde (La Horda Amarilla),19 de septiembre de 1916 (107 años),Bjørn-Tore Hansen,Kjetil Knutsen,Aspmyra Stadion,"Bodø,Noruega",8.200,Bodø,FK Bodø/Glimt
Charlotte Football Club,El Acuñado(The Minted)Equipo de las Carolinas(Team of the Carolinas),17 de diciembre de 2019 (4 años),No data,Dean Smith,Bank of America,"Charlotte,Carolina del Norte,Estados Unidos",38.000 (ampliable a 74.867),Charlotte,Charlotte FC
Hull City Association Football Club,The Tigers (Los Tigres),6 de marzo de 1904 (120 años),Acun Ilıcalı,Liam Rosenior,MKM Stadium,"Hull,Inglaterra",24.983 espectadores[1]​,Hull,Hull City
Legia Warszawa Spółka Akcyjna,Wojskowi(Militares)Legioniści(Legionarios),5 de marzo de 1916 (108 años)comoDrużyna Sportowa Legia[1]​,Dariusz Mioduski,Kosta Runjaić,Ejército Polaco,"Varsovia,Polonia",31 800 espectadores,Varsovia,Legia Warszawa
Hertha Berliner Sport-Club von 1892 e.V.,Die Alte Dame (La vieja señora),25 de julio de 1892 (131 años),Kay Bernstein,Pál Dárdai,Olympiastadion[1]​,"Berlín,Alemania",74 649,Berlín,Hertha BSC
Fatih Karagümrük Spor Kulubu,CertoneKara Kırmızı,1926,Suleyman Hurma,Shota Arveladze,Vefa Stadium,"Istanbul,Turquía","12,500",Istanbul,Fatih Karagümrük
Футбольный клуб ОренбургFutbolʹnyĭ Klub Orenburg,No data,1976 (48 años),Vasily Stolypin,Marcel Lička,Estadio Gazovik,"Oremburgo,Rusia",7.500,Oremburgo,FK Orenburg
No data,No data,No data,No data,No data,No data,No data,No data,No data,Shenzhen FC (1994-2024)
Associação Chapecoense de Futebol,Campeón Eterno[1]​Verdão[2]​Chape[3]​[4]​,10 de mayo de 1973 (50 años)[5]​[6]​,Alex Passos[7]​,Umberto Louzer[9]​,Arena Condá,"ChapecóSanta Catarina,Brasil",22 830 espectadores[10]​,ChapecóSanta Catarina,Associação Chapecoense de Futebol
América Futebol Clube,Coelho (Conejo)[1]​[2]​,30 de abril de 1912 (111 años),Alencar da Silveira Júnior[3]​,Cauan de Almeida[5]​,Independencia,"Belo Horizonte,Brasil",23.018,Belo Horizonte,América Futebol Clube (MG)
Shanghai Port Football Club(上海海港足球俱乐部),红鹰 (Águilas rojas),25 de diciembre de 2005 (18 años),Chen Xuyuan,Kevin Muscat,Arena SAIC Motor Pudong[1]​,"Shanghái,República Popular China",37 000[1]​,Shanghái,Shanghai Port
Професионален футболен клуб ЦСКА СофияProfesionalen futbolen klub CSKA Sofiya,Армейците(El ejército)Червените(Los Rojos),5 de mayo de 1948 (75 años),Hristo Stoichkov,Saša Ilić,Balgarska Armiya,"Sofía,Bulgaria",22.500,Sofía,CSKA-Sofia
Професионален футболен клуб Лудогорец РазградProfesionalen futbolen klub Ludogorets Razgrad,Orlite ot Razgrad(Las Águilas de Razgrad),1 de enero de 1945 (79 años),Aleksandar Aleksandrov,Valdas Dambrauskas,Ludogorets Arena,"Razgrad,Bulgaria",12.500,Razgrad,Ludogorets Razgrad
Sporting Clube de Portugal,Leões(Leones)Verde e Brancos(Verde y Blancos),1 de julio de 1906 (117 años),Frederico Varandas[1]​,Rúben Amorim[2]​,Estadio José Alvalade,"Lisboa,Portugal",52.000 espectadores[3]​,Lisboa,Sporting CP
Houston Dynamo Football Club,La NaranjaEl Dinamo,15 de diciembre de 2005 (18 años),Jessica O'Neill[1]​,Ben Olsen,Shell Energy Stadium,"Houston,Tejas,Estados Unidos",22.000 (espectadores),Houston,Houston Dynamo FC
