Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Club Atlético River Plate,El Millonario[1]​La Banda[2]​El Más Grande[3]​,25 de mayo de 1901 (122 años)[4]​,Jorge Brito,Martín Demichelis,Mâs Monumental,"Av. Figueroa Alcorta 7597,Buenos Aires,Argentina34°32′43″S58°26′58″O﻿ / ﻿-34.54528,-58.44944",84 567 espectadores[6]​,Av. Figueroa Alcorta 7597,CA River Plate
Ternana Calcio S.p.A.,Rossoverdi(Rojiverdes)Fere(Fieras),1925comoUnione Calcistica Ternana,Nicola Guida,Cristiano Lucarelli,Libero Liberati,"Terni,Italia",22.000 espectadores,Terni,Ternana Calcio
Aris Limassol Football Club,Ελαφρα Ταξιαρχια(Brigada Luminosa),1930 (94 años),Vladimir Federov,Aleksey Shpilevsky,Tsirion Stadium,"Limassol,Chipre",13.152,Limassol,Aris Limassol
Football Club Crotone,"Squali (Tiburones),Pitagorici (Pitagóricos),Rossoblù (Rojiazules)",20 de septiembre de 1910 (113 años)comoSocietà Sportiva Crotona,Gianni Vrenna,Lamberto Zauli,Ezio Scida,"Crotona,Italia",16 640 espectadores,Crotona,FC Crotone
Club Social y Deportivo Colo-Colo,"Albos,[1]​Cacique,[2]​El Colo,[2]​Eterno Campeón,[3]​El Popular[4]​",19 de abril de 1925 (98 años)como Colo-Colo Foot-Ball Club,Alfredo Stöhwing(Blanco y Negro S.A.)[5]​Matías Camacho(Corporación)[6]​,Jorge Almirón,Monumental,"Av. Marathon 5300Macul,Santiago,Chile",43 667 espectadores[7]​,Av. Marathon 5300Macul,CSD Colo-Colo
Football Club Pohang Steelers포항 스틸러스 축구단,Acereros,1 de abril de 1973 (50 años)(comoPOSCO F. C.),Kim Tae-man,Choi Soon-ho,Steel Yard,Pohang,17 443,Pohang,Pohang Steelers
Melbourne City Football Club,CityThe Heart,12 de junio de 2009 (14 años),Khaldoon Al Mubarak,Patrick Kisnorbo,AAMI Park,"Melbourne,Australia",30.050,Melbourne,Melbourne City FC
Club Plaza Colonia de Deportes,Patas blancas[1]​Albiverdes[2]​El Leicester Sudamericano[3]​[4]​[5]​El Leicester Uruguayo[6]​[7]​[8]​,22 de abril de 1917 (106 años),Carlos Neves,Sebastián Díaz,Estadio Juan Gaspar PrandiCampus Municipal Profesor Alberto Suppici,"Colonia del Sacramento,Uruguay",3.000 - 6.168,Colonia del Sacramento,Club Plaza Colonia
Racing Club,La Academia[1]​El Primer Grande[2]​,25 de marzo de 1903 (120 años)[3]​,Víctor Blanco,Gustavo Costas,Presidente Perón«El Cilindro de Avellaneda»,"Pasaje Mozart y CorbattaAvellaneda,Buenos Aires,Argentina34°39′59.77″S58°22′6.80″O﻿ / ﻿-34.6666028,-58.3685556",55 000 espectadores,Pasaje Mozart y CorbattaAvellaneda,Racing Club
Feralpisalò S.r.l.,Leoni del Garda(LeonesdelGarda)VerdazzurrioVerdeblù(Verdiazules)GardesaniBenacensi,1 de enero de 2009 (15 años),Giuseppe Pasini,Marco Zaffaroni,Lino Turina,"Salò,Italia",2.364 espectadores,Salò,Feralpisalò
Futboĺny kliub Dynama Miensk,No data,18 de junio de 1927 (96 años),Andrey Tolmach,Vadim Skripchenko,Dinamo,"Minsk,Bielorrusia",22.000,Minsk,Dinamo Minsk
No data,No data,No data,No data,No data,No data,No data,No data,No data,FK Partizan Belgrade U19
