Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Lyngby Boldklub af 1921,De kongeblå (Azul Real)Vikingerne (Vikingos),30 de marzo de 1921 (102 años),Tommy Petersen,Magne Hoseth,Lyngby Stadion,"Lyngby,Dinamarca",9680,Lyngby,Lyngby BK
Club Deportivo Godoy Cruz Antonio Tomba,Tomba[1]​Bodeguero[1]​El Expreso[1]​,1 de junio de 1921 (102 años),Alejandro Chapini,Daniel Oldrá,Feliciano Gambarte,"Balcarce 477,Godoy Cruz,Mendoza,Argentina32°55′13″S68°50′22″O﻿ / ﻿-32.92028,-68.83944",15 000 espectadores,Balcarce 477,CD Godoy Cruz Antonio Tomba
"Granada Club de Fútbol, S. A. D.","Granadinistas,Nazaríes,Rojiblancos.",6 de abril de 1931 (92 años),Sophia Yang,José Ramón Sandoval,Nuevo Estadio de Los Cármenes,"C/ Pintor Manuel Maldonado s/nGranada,España",22 524[1]​,C/ Pintor Manuel Maldonado s/nGranada,Granada CF
Southampton Football Club,The Saints(Los Santos),21 de noviembre de 1885 (138 años)comoSt. Mary's Y.M.A.,Henrik Kraft,Russell Martin,St Mary's Stadium,"Britannia RdSouthampton(Coord.50°54′21″N1°23′28″O﻿ / ﻿50.905833,-1.391111)",32 505 espectadores[1]​,Britannia RdSouthampton(Coord.50°54′21″N1°23′28″O﻿ / ﻿50.905833,Southampton FC
Futebol Clube de Arouca,Arouquenses,25 de diciembre de 1951 (72 años),Carlos Pinho,Jorge Leitao,Estadio Municipal de Arouca,"Arouca,Portugal",5.000,Arouca,FC Arouca
Club Deportivo Aris de Tesalónica,Theos tou Polemou (Dios de la Guerra)Kitrinomavroi (Aurinegros),25 de marzo de 1914 (109 años),Irini Karipidis,Akis Mantzios,Kleanthis Vikelidis,"Tesalónica,Grecia","22,800",Tesalónica,Aris Thessaloniki
Charlton Athletic Football Club,The AddicksRed Robins(Petirrojos)Red ArmyThe Valiants(Los Valientes),9 de junio de 1905 (118 años),Thomas Sandgaard,Nathan Jones,The Valley,"Londres(Coord.51°29′11″N0°02′11″E﻿ / ﻿51.486389,0.036389)",27 111 espectadores,Londres(Coord.51°29′11″N0°02′11″E﻿ / ﻿51.486389,Charlton Athletic
Club Atlético Vélez Sarsfield,El FortínLa V Azulada,1 de enero de 1910 (114 años),Fabián Berlanga,Gustavo Quinteros,José Amalfitani,"Avda. Juan B. Justo9200,Buenos Aires,Argentina",46 540[2]​,Avda. Juan B. Justo9200,CA Vélez Sarsfield
1. Fußballclub Union Berlin e. V.,Die Eisernen (Los de hierro)Eisern Union (Unión de hierro)Die Schlosserjungs (Los chicos cerrajeros),17 de junio de 1906 (117 años),Dirk Zingler,Nenad Bjelica,Alte Försterei,"Berlín,Alemania",22 012 (espectadores)[1]​,Berlín,1.FC Union Berlin
Bayern de Múnich II,Bayern Amateure (Bayern amateur)Kleine Bayern (Pequeño Bayern),1956,Herbert Hainer,Holger Seitz,Grünwalder Stadion,"Grünwalder Str. 4, 81547,Múnich,Alemania",12.500,Grünwalder Str. 4,FC Bayern Munich II
Građanski Nogometni Klub Dinamo,PlaviModri(Azules),9 de abril de 1911 (112 años)[1]​,Mirko Barišić,Sergej Jakirović,Maksimir,subsuelo,40.000[2]​ espectadores,subsuelo,GNK Dinamo Zagreb
Associazione Sportiva Roma,I Giallorossi (Los Rojiamarillos)La Lupa (La Loba)La Magica (La Mágica)Capitolini (Capitolina)Lupetti (Pequeños Lobos)Lupi (Lobos),7 de junio de 1927 (96 años),Dan Friedkin,Daniele De Rossi,Olímpico de Roma,"Roma,Italia",72 700[1]​,Roma,AS Roma
Strømsgodset Idrettsforening,Godset,10 de febrero de 1907 (117 años),Ivar Strømsjordet,Håkon Wibe-LundBjørn Petter Ingebretsen,Marienlyst Stadion,"Drammen,Noruega",8.500,Drammen,Strømsgodset IF
Apollon Limassol,Thrilos(Leyenda)Kianolefki(Azul y Blanco)O Fygas(El Fugitivo),13 de febrero de 1954 (70 años),Nikos Kirzis,Pablo Machín,Tsirion Stadium,"Limassol,Chipre",14.400 espectadores,Limassol,Apollon Limassol
Eintracht Frankfurt e.V.,Die Adler (Las Águilas)Launische Diva (Diva temperamental)[1]​Schlappekicker (Pateadores),8 de marzo de 1899 (125 años)comoFrankfurter Fußball-Club Victoria von 1899,Mathias Beck,Dino Toppmöller,Waldstadion,"Fráncfort,Alemania",58 000 (partidos nacionales)[2]​58 000 (partidos internacionales)[3]​,Fráncfort,Eintracht Frankfurt
Olympique de Marseille,Les Phocéens(LosFocenses)Les Olympiens(Los Olímpicos),31 de agosto de 1899 (124 años),Pablo Longoria,Jean-Louis Gasset,Stade Vélodrome,No data,67 394 espectadores,No data,Olympique Marseille
Ómilos Filáthlon Heraklíou,Omilos(El club)Fidia(Culebras),10 de marzo de 1925 (99 años),Michael Bousis,Traianos Dellas,Theodoros Vardinogiannis,"Heraklion,Grecia",8 500[3]​,Heraklion,OFI Crete FC
Olympique Lyonnais,Les Gones(Los Chicos)[1]​Les Lions(Los Leones),3 de agosto de 1899 (124 años),Santiago Cucci,Pierre Sage,Parc Olympique Lyonnais,"Avenue Simone Veil, 10, 69150Décines-Charpieu(Coord.45°45′55″N4°58′55″E﻿ / ﻿45.765278,4.981944)",59.186[3]​ espectadores,Avenue Simone Veil,Olympique Lyon
Ismaily Sporting Club,Al-daraweeshEl SambaBrasil de África,13 de abril de 1924 (99 años),Yahya El-Koumi[1]​,Juan Carlos Garrido[2]​,Estadio de Ismailia,"Ismailia,Egipto",30 000 espectadores,Ismailia,Ismaily SC
"Unión Deportiva Almería, S. A. D.","Almería,Indálicos,Almeriensistas",26 de julio de 1989 (33 años),Turki Al-Sheikh[1]​,Pepe Mel,Estadio de los Juegos Mediterráneos,"Almería,España",18 331 espectadores[2]​,Almería,UD Almería
Tromsø Idrettslag,Gutan(Mantecosos),15 de septiembre de 1920 (103 años),Helge Kræmer,Gaute Helstrup,Romssa Arena,"Tromsø,Noruega",6.859[1]​,Tromsø,Tromsø IL
Football Club Groningen,"Boeren (Los Granjeros),Trots van het Noorden (Orgullo del Norte)",16 de junio de 1971 (52 años),Erik Mulder,Dick Lukkien,Euroborg,"Groninga,Países Bajos",22.579,Groninga,FC Groningen
Club Atlético Huracán,GloboGlobito[1]​[2]​[3]​[4]​Quemero,1 de noviembre de 1908 (115 años),David Garzón,Frank Darío Kudelka,Tomás Adolfo Ducó«El Palacio»,"Av. Amancio Alcorta 2570,Ciudad deBuenos Aires,Argentina",48 314 espectadores[5]​,Av. Amancio Alcorta 2570,CA Huracán
Malmö Fotbollförening,Di blåe(Azules)Himmelsblått(Azul Celestes),24 de febrero de 1910 (114 años),Anders Pålsson,Henrik Rydström,Eleda Stadion,"Malmö,Suecia",24.000,Malmö,Malmö FF
Nogometni klub Rudeš,No data,1957,Ivan Knezevic,Tomislav Ivković,Stadion Kranjčevićeva,"Zagreb,Croacia",8.850,Zagreb,NK Rudes
Olympique Gymnaste Club de Nice,Les Aiglons(Las Águilas)L'OGCN,9 de julio de 1904 (119 años),Jean-Pierre Rivère,Francesco Farioli,Allianz Riviera,"Niza,Francia",35 000,Niza,OGC Nice
AZ Alkmaar,AZAZ AlkmaarDe Kaasboeren(Granjeros De Queso)Kaaskoppen(Cabezas De Queso),10 de mayo de 1967 (56 años),René Neelissen,Maarten Martens,AFAS Stadion[1]​,"Alkmaar,Países Bajos",17 023[2]​ espectadores,Alkmaar,AZ Alkmaar
FC PanserraikosΠανσερραϊκός Γ.Σ.,Λιοντάρια (Leones)Ερυθρόλευκοι (Rojiblancos),1964,Petros Theodoridis,No data,Serres Stadium,"Serres,Grecia",9.500,Serres,Panserraikos
Futebol Clube de Arouca,Arouquenses,25 de diciembre de 1951 (72 años),Carlos Pinho,Jorge Leitao,Estadio Municipal de Arouca,"Arouca,Portugal",5.000,Arouca,FC Arouca
Hull City Association Football Club,The Tigers (Los Tigres),6 de marzo de 1904 (120 años),Acun Ilıcalı,Liam Rosenior,MKM Stadium,"Hull,Inglaterra",24.983 espectadores[1]​,Hull,Hull City
"Real Club Deportivo Mallorca, S. A. D.","Mallorquinistas, Bermellones, Piratas, Barralets[1]​",5 de marzo de 1916 (108 años)comoSociedad Alfonso XIII Foot-ball Club,Andy Kohlberg,Javier Aguirre,Estadio Mallorca Son Moix,"Palma de Mallorca,Islas Baleares,España",23 142espectadores[2]​,Palma de Mallorca,RCD Mallorca
Olympique de Marseille,Les Phocéens(LosFocenses)Les Olympiens(Los Olímpicos),31 de agosto de 1899 (124 años),Pablo Longoria,Jean-Louis Gasset,Stade Vélodrome,No data,67 394 espectadores,No data,Olympique Marseille
Grupo Desportivo Estoril Praia,Canários,17 de mayo de 1939 (84 años),Ignacio Beristain Borra,Bruno Pinheiro[1]​,Estádio António Coimbra da Mota,"Estoril,Portugal",8.000,Estoril,GD Estoril Praia
Eyüp Spor Kulübü,No data,1919,Murat Özkaya,Arda Turan,Eyüp Stadium,"Istanbul,Turquía",2500,Istanbul,Eyüpspor
Football Club des Girondins de Bordeaux,No data,"2015, 9 años",Stéphane Martin,Patrice Lair,Stade Sainte-Germaine,"Le Bouscat,Gironda,Francia",7.000 espectadores,Le Bouscat,FC Girondins Bordeaux
Coritiba Foot Ball Club,"Coxa,[1]​Coxa-branca[2]​",12 de octubre de 1909 (114 años)[3]​,Glenn Stenger[4]​,Guto Ferreira[5]​,Estadio Major Antônio Couto Pereira,"Curitiba,Brasil",40 502 espectadores,Curitiba,Coritiba Foot Ball Club
Deportivo Independiente Medellín,El Poderoso de la MontañaEl Rojo de la MontañaEl Equipo del PuebloEl Rey de CorazonesEl Azul y RojoEl DIMEl DecanoEl MedalloEl MatadorEl Milancito,14 de noviembre de 1913 (110 años),Daniel Ossa Giraldo,Alfredo Arias,Atanasio Girardot,"Medellín,Antioquia,Colombia",46 000[1]​,Medellín,Independiente Medellín
Chabab Riadhi de Belouizdadالشباب الرياضي لبلوزداد,Blanqui-rojos,15 de julio de 1962 (61 años)comoChabab Riadhi de Belcourt',Mohemed Belhadj,,Stade 20 Août 1955,"Belouizdad,Argel,Argelia",20000,Belouizdad,CR Belouizdad
Danubio Fútbol Club,La Franja[1]​Los de la Curva,1 de marzo de 1932(92 años),Arturo Del Campo,Mario Saralegui,María Mincheff de Lazaroff[2]​,"Montevideo,Uruguay",16 000[3]​,Montevideo,Danubio FC
Espérance Sportive de Tunis,TarajiMkachkhaSangre y oroEl gul de AfricaEl mayor de los clubes tunecinosDawla,15 de enero de 1919 (105 años),Hamdi Meddeb,Miguel Cardoso,Estadio El Menzah,"Túnez,Túnez",45.000,Túnez,Esperance Tunis
"Sportovní Klub Slavia Praha Fotbal, Akciová Společnost",Červenobílí(Rojiblancos)Sešívaní(Los cosidos)Věčná Slavia(Eterno Slavia),2 de noviembre de 1892 (131 años),Jaroslav Tvrdík,Jindřich Trpišovský,Fortuna Arena,"Praga,República Checa",21.000 espectadores,Praga,SK Slavia Prague
1. Fussballclub Magdeburg,FCMDer Club(El Club),22 de diciembre de 1965 (58 años),Jörg Biastoch,Christian Titz,MDCC-Arena,"Magdeburgo,Alemania",30 098,Magdeburgo,1.FC Magdeburg
Associazione Calcio Monza S.p.a.,Biancorossi(Blanquirrojos)BrianzoliBagajViscontei,1 de septiembre de 1912 (111 años),Paolo Berlusconi,Raffaele Palladino,Estadio Brianteo,"Monza,Italia",18.568 espectadores,Monza,AC Monza
Pyramids Football Club,Las Pirámides,1 de julio de 2018 (5 años),Hossam El-Badry,Takis Gonias[3]​,Estadio 30 de Junio,"El Cairo,Egipto",30.000,El Cairo,Pyramids FC
Sporting Clube de Portugal,Leões(Leones)Verde e Brancos(Verde y Blancos),1 de julio de 1906 (117 años),Frederico Varandas[1]​,Rúben Amorim[2]​,Estadio José Alvalade,"Lisboa,Portugal",52.000 espectadores[3]​,Lisboa,Sporting CP
1. Fußball-Club Köln 01/07 e.V.(1. Fußball-Club Köln GmbH & Co. KGaA)[1]​,Die Geißböcke(Los machos cabríos),13 de febrero de 1948 (76 años),Werner Wolf,Timo Schultz,RheinEnergieStadion,"Aachener Str. 999, 50933Colonia,Alemania(Coord.50°56′01″N6°52′30″E﻿ / ﻿50.93361,6.87500)",50.997 (espectadores),Aachener Str. 999,1.FC Köln
Royal Standard de Liège,Les Rouches,1898 (126 años),Bruno Venanzi,Ivan Leko,Maurice Dufrasne,"Lieja,Bélgica",30 143 espectadores,Lieja,Standard Liège
Sport-Verein Werder Bremen von 1899 e. V.,Die Werderaner(Los isleños del río)Die Grün-Weiß(Verdi-blancos),4 de febrero de 1899 (125 años),Hubertus Hess-Grunewald,Ole Werner,Weserstadion,"Bremen,Alemania",42 100[1]​ (espectadores),Bremen,SV Werder Bremen
Ómilos Filáthlon Heraklíou,Omilos(El club)Fidia(Culebras),10 de marzo de 1925 (99 años),Michael Bousis,Traianos Dellas,Theodoros Vardinogiannis,"Heraklion,Grecia",8 500[3]​,Heraklion,OFI Crete FC
Unione Sportiva Cremonese S.p.A.,La CremoI Grigiorossi(Los Gris y Rojo)Le Tigri(Los Tigres)I Violini(El Violinero),24 de marzo de 1903 (121 años),Francesco Dini,TBA,Giovanni Zini,"Cremona,Italia",16 003 espectadores,Cremona,US Cremonese
Mestský Športový Klub Žilina,ŠošoniŽlto-Zelení(Los Amarillo-Verde),20 de junio de 1908 (115 años),Jozef Antošík,Jaroslav Hynek,Pod Dubňom,"Žilina,Eslovaquia",11.258,Žilina,MSK Zilina
Adana Demirspor Kulübü,Mavi Şimşekler,1940,Murat Sancak,Patrick Kluivert,Nuevo Estadio de Adana,"Adana,Turquía",35 000 espectadores,Adana,Adana Demirspor
Hull City Association Football Club,The Tigers (Los Tigres),6 de marzo de 1904 (120 años),Acun Ilıcalı,Liam Rosenior,MKM Stadium,"Hull,Inglaterra",24.983 espectadores[1]​,Hull,Hull City
Unione Sportiva Salernitana 1919,Granata(Granates)Bersagliera(Ejército)Ippocampi(Hipocampos),1919comoUnione Sportiva Salernitana,Danilo Iervolino,Stefano Colantuono,Arechi,"Salerno,Italia",31 000 espectadores,Salerno,US Salernitana 1919
"Unión Deportiva Almería ""B"" S.A.D.","Rojiblancos, Indálicos, Minialmería, Almeriensistas.[1]​[2]​[3]​",1997,Turki Al-Sheikh[4]​,Alberto Lasarte,Anexo al Estadio de los Juegos Mediterráneos[5]​,"Almería,España",350 espectadores[6]​,Almería,UD Almería B
Association Sportive des Employés de Commerce Mimosas,MimosasNoir et Jaunes(Negro y amarillos),1948 (76 años),Roger Ouegnin,Julien Chevalier,Stade Robert Champroux,"Abiyán,Costa de Marfil",15.000,Abiyán,ASEC Mimosas
ACF FiorentinaS.p.A.,ViolaGigliati,29 de agosto de 1926 (97 años)comoAssociazione Calcio Fiorentina,Rocco Commisso,Vincenzo Italiano,Artemio Franchi,"Viale Manfredo Fanti, 4Florencia,Italia",47 300 espectadores,Viale Manfredo Fanti,ACF Fiorentina
Pisa Sporting Club srl,Nerazzurri(Negriazules)Torri(Torres),1909comoPisa Sporting Club,Giuseppe Corrado,Alberto Aquilani,Arena Garibaldi-Romeo Anconetani,"Pisa,Italia",8.600 espectadores[1]​,Pisa,Pisa Sporting Club
"Valencia Club de Fútbol, S. A. D.","Chés,Blanquinegros,Valencianistas,Els taronja,Murciélagos",18 de marzo de 1919 (105 años)comoValencia Foot-ball Club,Layhoon Chan,Rubén Baraja,MestallaEstadioLuis Casanova(1969-1994),"Av. de Suecia, s/n, 46010Valencia,España[1]​",49 430espectadores[2]​,Av. de Suecia,Valencia CF
Fotball Club Sheriff Tiraspol,Жёлто-чёрные/Zholto-chornyye(Amarillo y negro)[1]​Осы/Osy(Avispas)[2]​,4 de abril de 1997 (26 años)[3]​,Victor Gushan,Roman Pylypchuk,Stadionul Sheriff,"Tiráspol,Transnitria",14.300,Tiráspol,FC Sheriff Tiraspol
No data,No data,No data,No data,No data,No data,No data,No data,No data,Dinamo Tbilisi
Real Madrid Castilla Club de Fútbol(filial delReal Madrid Club de Fútbol),Castilla,16 de diciembre de 1930 (93 años)[n 1]​(Agrupación Deportiva Plus Ultra),Florentino Pérez,Raúl González Blanco,Alfredo Di Stéfano,"Av. Fuerzas Armadas, 402, 28055Madrid,España(Coord.40°28′36″N3°36′51″O﻿ / ﻿40.4768,-3.61424)",6000 espectadores,Av. Fuerzas Armadas,Real Madrid Castilla
No data,No data,No data,No data,No data,No data,No data,No data,No data,Fenerbahce
Club Deportivo Castellón S.A.D.,Glorioso[1]​Inmortal[2]​Orelluts[3]​,20 de julio de 1922 (101 años),Haralabos Voulgaris,Dick Schreuder,Nuevo Castalia,"Castellón,España",15 500,Castellón,CD Castellón
Unione Sportiva Cremonese S.p.A.,La CremoI Grigiorossi(Los Gris y Rojo)Le Tigri(Los Tigres)I Violini(El Violinero),24 de marzo de 1903 (121 años),Francesco Dini,TBA,Giovanni Zini,"Cremona,Italia",16 003 espectadores,Cremona,US Cremonese
Toulouse Football Club,TFC[1]​Le TéfécéLes Pitchouns[2]​Les Violets,20 de marzo de 1937 (87 años),Damien Comoli,Carles Martínez Novell,Tolouse,"Toulouse,Francia",35 575[3]​,Toulouse,FC Toulouse
No data,No data,No data,No data,No data,No data,No data,No data,No data,Omonia Nicosia
Yellow Red Koninklijke Voetbalclub Mechelen,KakkersMalinoisMalinwa,1904 (120 años),Philippe van Esch,Steven Defour,AFAS-Stadion Achter de Kazerne,"Mechelen (Malinas),Bélgica",16 672 (espectadores),Mechelen (Malinas),KV Mechelen
Torino Football Club 1906,Il ToroI Granata,3 de diciembre de 1906 (117 años),Urbano Cairo,Ivan Jurić,Olímpico de Turín[1]​,"Piazzale Grande Torino 10136,Turín,Italia",28 177 espectadores,Piazzale Grande Torino 10136,Torino FC
Stichting Betaald Voetbal Excelsior,The KralingersRoodzwarten(Roji-Negros)The Wonder (El Maravilloso)Oud papier-club (Club de Papel Reciclado),23 de julio de 1902 (121 años),Robert de Kreek,Marinus Dijkhuizen,Stadion Woudestein,"Róterdam,Países Bajos",3.527,Róterdam,Excelsior Rotterdam
Emirates Cultural Sport Club,No data,1969,SheikhAbdullah Al-Faruk,Walter Zenga,"Emirates Club StadiumRas Al Khaimah,UAE",No data,10000,No data,Emirates Club
Club Santos Laguna S.A. de C.V.,"Guerreros,Laguneros,Verdiblancos,Albiverdes.",4 de septiembre de 1983 (40 años)comoClub Santos IMSS Laguna,Dante Elizalde,Ignacio Ambriz,Corona,"Calzada Territorio Santos Modelo #1, Col. Conjunto de Todos los SantosTorreón,Coahuila",30 000 espectadores[1]​[2]​,Calzada Territorio Santos Modelo #1,Santos Laguna
Riga Football Club,No data,30 de abril de 2014 (9 años),Aleksandrs Pronins,Simo Valakari,Estadio Skonto,"Riga,Letonia",9.500,Riga,Riga FC
Hrvatski Športski Klub Zrinjski MostarClub Deportivo Croata Zrinjski Mostar,Plemići(Nobles),1905,Denis Lazic,Željko Petrović,Bijeli Brijeg,"Mostar,Bosnia y Herzegovina",20.000,Mostar,HSK Zrinjski Mostar
