name,latitude,longitude,state,country,sky_weather,weather_description,timestamp,Team
Stevenage(Coord.51°53′23″N0°11′37″O﻿ / ﻿51.889839,No data,No data,No data,No data,No data,No data,No data,Stevenage FC
Údine,46.0634632,13.2358377,Friuli-Venezia Giulia,IT,Rain,moderate rain,2024-03-26 13:21:21,Udinese Calcio
No data,No data,No data,No data,No data,No data,No data,No data,Catania FC
Verona,45.4384958,10.9924122,Veneto,IT,Clouds,broken clouds,2024-03-26 13:19:08,Hellas Verona
Fráncfort,50.1106444,8.6820917,Hesse,DE,Clear,clear sky,2024-03-26 13:21:27,Eintracht Frankfurt
No data,No data,No data,No data,No data,No data,No data,No data,Vålerenga Fotball Elite
Burnley,53.7907262,-2.2439196,England,GB,Clouds,overcast clouds,2024-03-26 13:19:17,Burnley FC
Mónaco,48.1371079,11.5753822,Bavaria,DE,Clouds,overcast clouds,2024-03-26 13:16:37,AS Monaco
Chaves,No data,No data,No data,No data,No data,No data,No data,GD Chaves
Lorient,47.7477336,-3.3660907,Brittany,FR,Clouds,few clouds,2024-03-26 13:21:35,FC Lorient
Villeneuve-d'Ascq,50.6193174,3.1314002,Hauts-de-France,FR,Clouds,overcast clouds,2024-03-26 13:21:38,LOSC Lille
Palma de Mallorca,39.5695818,2.6500745,Balearic Islands,ES,Clouds,scattered clouds,2024-03-26 13:21:42,RCD Mallorca
Génova,44.40726,8.9338624,Liguria,IT,Drizzle,light intensity drizzle,2024-03-26 13:21:46,UC Sampdoria
Palma de Mallorca(Baleares)España,No data,No data,No data,No data,No data,No data,No data,RCD Mallorca B
Adana,No data,No data,No data,No data,No data,No data,No data,Adana Demirspor
Montpellier,43.6112422,3.8767337,Occitania,FR,Clouds,overcast clouds,2024-03-26 13:21:50,Montpellier HSC
Suva Reka,No data,No data,No data,No data,No data,No data,No data,FC Ballkani
Dortmund,51.5142273,7.4652789,North Rhine-Westphalia,DE,Clear,clear sky,2024-03-26 13:21:53,Borussia Dortmund II
Rize,No data,No data,No data,No data,No data,No data,No data,Caykur Rizespor
Nimega,51.8474946,5.8637771,Gelderland,NL,Clouds,overcast clouds,2024-03-26 13:21:57,NEC Nijmegen
Avda. Teresa de Calcuta S/N,No data,No data,No data,No data,No data,No data,No data,Getafe CF
No data,No data,No data,No data,No data,No data,No data,No data,AFC Bournemouth
Tianjin,39.0856735,117.1951073,Tianjin,CN,Mist,mist,2024-03-26 13:21:59,Tianjin Jinmen Tiger
C/ Pintor Manuel Maldonado s/nGranada,No data,No data,No data,No data,No data,No data,No data,Granada CF
Urritxe auzoa,No data,No data,No data,No data,No data,No data,No data,SD Amorebieta
Nantes,47.2186371,-1.5541362,Pays de la Loire,FR,Clouds,broken clouds,2024-03-26 13:19:33,FC Nantes
Empoli,43.7194884,10.9458556,Tuscany,IT,Clouds,overcast clouds,2024-03-26 13:22:08,FC Empoli
Tiráspol,46.8371103,29.6109989,Pridnestrovie,MD,Clouds,few clouds,2024-03-26 13:22:11,FC Sheriff Tiraspol
Astaná,51.1282205,71.4306682,Astana,KZ,Clear,clear sky,2024-03-26 13:22:13,FC Astana
Via Nicolò Fieschi,No data,No data,No data,No data,No data,No data,No data,Spezia Calcio
Blackburn,53.749326,-2.4840566,England,GB,Clouds,overcast clouds,2024-03-26 13:22:15,Blackburn Rovers
Gante,51.0538286,3.7250121,East Flanders,BE,Clouds,overcast clouds,2024-03-26 13:18:06,KAA Gent
Belgrado(Serbia),No data,No data,No data,No data,No data,No data,No data,Red Star Belgrade
Avenue Théo Verbeeck 2,No data,No data,No data,No data,No data,No data,No data,RSC Anderlecht
París,48.8588897,2.3200410217200766,Ile-de-France,FR,Clouds,overcast clouds,2024-03-26 13:22:20,Paris Saint-Germain
Berlín,No data,No data,No data,No data,No data,No data,No data,Hertha BSC
Via Pietro Jacopo de Gennaro80125Nápoles,No data,No data,No data,No data,No data,No data,No data,SSC Napoli
Copenhague,55.6867243,12.5700724,Capital Region of Denmark,DK,Clouds,scattered clouds,2024-03-26 13:22:23,FC Copenhagen
Milán,45.4641943,9.1896346,Lombardy,IT,Clouds,broken clouds,2024-03-26 13:22:26,AC Milan
Via Giovanni de Prà,No data,No data,No data,No data,No data,No data,No data,Genoa CFC
Fort Lauderdale,26.1223084,-80.1433786,Florida,US,Clouds,scattered clouds,2024-03-26 13:21:04,Inter Miami CF
Caen,49.1813403,-0.3635615,Normandy,FR,Rain,light rain,2024-03-26 13:22:33,SM Caen
Avda. Teresa de Calcuta S/N,No data,No data,No data,No data,No data,No data,No data,Getafe CF
Lisboa,No data,No data,No data,No data,No data,No data,No data,Sporting CP
Caravaggio,45.4972605,9.6437404,Lombardy,IT,Clouds,overcast clouds,2024-03-26 13:22:37,Atalanta U23
Graz,47.0708678,15.4382786,Styria,AT,Clouds,broken clouds,2024-03-26 13:22:41,SK Sturm Graz
Charlotte,35.2272086,-80.8430827,North Carolina,US,Clouds,overcast clouds,2024-03-26 13:19:42,Charlotte FC
El Pireo,37.9431594,23.6470593,Attica,GR,Clouds,scattered clouds,2024-03-26 13:22:46,Olympiacos Piraeus
No data,No data,No data,No data,No data,No data,No data,No data,Crystal Palace
Gelsenkirchen,51.5110321,7.0960124,North Rhine-Westphalia,DE,Clouds,broken clouds,2024-03-26 13:22:48,FC Schalke 04
No data,No data,No data,No data,No data,No data,No data,No data,Sheffield United U21
Londres,51.5073219,-0.1276474,England,GB,Rain,moderate rain,2024-03-26 13:16:54,Arsenal FC U21
Belgrado(Serbia),No data,No data,No data,No data,No data,No data,No data,Red Star Belgrade
Hull,53.7435722,-0.3394758,England,GB,Clouds,scattered clouds,2024-03-26 13:22:53,Hull City
Roma,41.8933203,12.4829321,Lazio,IT,Clouds,broken clouds,2024-03-26 13:22:57,AS Roma
Westerlo,51.086694,4.9168675,Antwerp,BE,Clouds,overcast clouds,2024-03-26 13:22:59,KVC Westerlo
Emmen,52.75286615,6.952513466208563,Drenthe,NL,Clouds,overcast clouds,2024-03-26 13:23:03,FC Emmen
Salvador de Bahía,-12.9822499,-38.4812772,Bahia,BR,Clouds,broken clouds,2024-03-26 13:19:30,Esporte Clube Bahia
Brandsen 805,No data,No data,No data,No data,No data,No data,No data,CA Boca Juniors
Viale Manfredo Fanti,No data,No data,No data,No data,No data,No data,No data,ACF Fiorentina
No data,No data,No data,No data,No data,No data,No data,No data,AA Argentinos Juniors
Sofía,No data,No data,No data,No data,No data,No data,No data,Septemvri Sofia
Park AvenueFleetwood(Coord.53°54′59″N3°01′29″O﻿ / ﻿53.9165,No data,No data,No data,No data,No data,No data,No data,Fleetwood Town
Gaziantep,No data,No data,No data,No data,No data,No data,No data,Gaziantep FK
No data,No data,No data,No data,No data,No data,No data,No data,Olympique Marseille
Brest,48.3905283,-4.4860088,Brittany,FR,Clear,clear sky,2024-03-26 13:23:10,Stade Brestois 29
Lisboa,No data,No data,No data,No data,No data,No data,No data,SL Benfica
Halfords LaneWest Bromwich(Coord.52°30′33″N1°57′50″O﻿ / ﻿52.509167,No data,No data,No data,No data,No data,No data,No data,West Bromwich Albion
Estambul,No data,No data,No data,No data,No data,No data,No data,Kasimpasa
Halmstad,No data,No data,No data,No data,No data,No data,No data,Halmstads BK
Elche,38.2653307,-0.6988391,Valencian Community,ES,Clouds,few clouds,2024-03-26 13:19:30,Elche CF
Praga,50.0874654,14.4212535,Prague,CZ,Clear,clear sky,2024-03-26 13:23:15,AC Sparta Prague
Trebisonda,41.0054605,39.7301463,Trabzon,TR,Clouds,broken clouds,2024-03-26 13:23:17,Trabzonspor
C/ Pintor Manuel Maldonado s/nGranada,No data,No data,No data,No data,No data,No data,No data,Granada CF
Watford(Coord.51°38′59″N0°24′05″O﻿ / ﻿51.649836,No data,No data,No data,No data,No data,No data,No data,Watford FC
Avda. Teresa de Calcuta S/N,No data,No data,No data,No data,No data,No data,No data,Getafe CF
Estrasburgo,48.584614,7.7507127,Grand Est,FR,Clear,clear sky,2024-03-26 13:23:19,RC Strasbourg Alsace
Almere,52.3657098,5.2210432,Flevoland,NL,Clouds,overcast clouds,2024-03-26 13:23:22,Almere City FC
Kaunas,54.8982139,23.9044817,Kaunas County,LT,Clear,clear sky,2024-03-26 13:23:25,FC Hegelmann
Empoli,43.7194884,10.9458556,Tuscany,IT,Clouds,overcast clouds,2024-03-26 13:22:08,FC Empoli
Londres,51.5073219,-0.1276474,England,GB,Rain,moderate rain,2024-03-26 13:16:54,Arsenal FC U21
Sinsheim,49.2553,8.87722,Baden-Württemberg,DE,Clouds,broken clouds,2024-03-26 13:23:35,TSG 1899 Hoffenheim
Nimega,51.8474946,5.8637771,Gelderland,NL,Clouds,overcast clouds,2024-03-26 13:21:57,NEC Nijmegen
Nottingham,52.9534193,-1.1496461,England,GB,Rain,light rain,2024-03-26 13:19:54,Nottingham Forest
Viale Manfredo Fanti,No data,No data,No data,No data,No data,No data,No data,ACF Fiorentina
Radom,51.4022557,21.1541546,Masovian Voivodeship,PL,Clear,clear sky,2024-03-26 13:23:47,Radomiak Radom
Praga,50.0874654,14.4212535,Prague,CZ,Clear,clear sky,2024-03-26 13:23:15,SK Slavia Prague
Leeuwarden,53.2005936,5.7918548,Frisia,NL,Clouds,overcast clouds,2024-03-26 13:23:53,SC Cambuur Leeuwarden
Av. de Heliópolis,No data,No data,No data,No data,No data,No data,No data,Real Betis Balompié
Almería,36.8414197,-2.4628135,Andalusia,ES,Clouds,few clouds,2024-03-26 13:24:00,UD Almería
Almería,36.8414197,-2.4628135,Andalusia,ES,Clouds,few clouds,2024-03-26 13:24:00,UD Almería
Verona,45.4384958,10.9924122,Veneto,IT,Clouds,broken clouds,2024-03-26 13:19:08,Hellas Verona
Volendam,52.4963759,5.0682736,North Holland,NL,Clouds,overcast clouds,2024-03-26 13:24:14,FC Volendam
Pisa,43.7159395,10.4018624,Tuscany,IT,Clouds,scattered clouds,2024-03-26 13:24:17,Pisa Sporting Club
Perugia,43.1119613,12.3890104,Umbria,IT,Clouds,broken clouds,2024-03-26 13:24:20,AC Perugia Calcio
Cremona,45.1334796,10.0248716,Lombardy,IT,Clouds,overcast clouds,2024-03-26 13:24:23,US Cremonese
Estocolmo,No data,No data,No data,No data,No data,No data,No data,Djurgårdens IF
Filton AvenueBristol(Coord.51°29′10″N2°34′59″O﻿ / ﻿51.48622,No data,No data,No data,No data,No data,No data,No data,Bristol Rovers
Heraklion,35.3400127,25.1343475,Region of Crete,GR,Clouds,broken clouds,2024-03-26 13:24:25,OFI Crete FC
Roma,41.8933203,12.4829321,Lazio,IT,Clouds,broken clouds,2024-03-26 13:22:57,AS Roma
Alkmaar,52.600853799999996,4.817099446443963,North Holland,NL,Clouds,overcast clouds,2024-03-26 13:24:32,AZ Alkmaar
Hull,53.7435722,-0.3394758,England,GB,Clouds,scattered clouds,2024-03-26 13:22:53,Hull City
Milán,45.4641943,9.1896346,Lombardy,IT,Clouds,broken clouds,2024-03-26 13:22:26,AC Milan
Venecia,45.4371908,12.3345898,Veneto,IT,Rain,moderate rain,2024-03-26 13:24:36,Venezia FC
Údine,46.0634632,13.2358377,Friuli-Venezia Giulia,IT,Rain,moderate rain,2024-03-26 13:21:21,Udinese Calcio
Moscú,55.7504461,37.6174943,Moscow,RU,Clouds,overcast clouds,2024-03-26 13:20:30,Torpedo Moscow
Av. de Heliópolis,No data,No data,No data,No data,No data,No data,No data,Real Betis Balompié
Middlesbrough,54.5760419,-1.2344047,England,GB,Clouds,broken clouds,2024-03-26 13:24:50,Middlesbrough FC
Lieja,50.6450944,5.5736112,Liège,BE,Clear,clear sky,2024-03-26 13:20:40,Standard Liège
Mónaco,48.1371079,11.5753822,Bavaria,DE,Clouds,overcast clouds,2024-03-26 13:16:37,AS Monaco
Almería,36.8414197,-2.4628135,Andalusia,ES,Clouds,few clouds,2024-03-26 13:24:58,UD Almería
Moor LaneKersal,No data,No data,No data,No data,No data,No data,No data,Salford City
Park AvenueFleetwood(Coord.53°54′59″N3°01′29″O﻿ / ﻿53.9165,No data,No data,No data,No data,No data,No data,No data,Fleetwood Town
Razgrad,No data,No data,No data,No data,No data,No data,No data,Ludogorets Razgrad
Sunderland(Coord.54°54′52″N1°23′18″O﻿ / ﻿54.9144,No data,No data,No data,No data,No data,No data,No data,Sunderland AFC
Charles Malisstraat 61B-1080Sint-Jans-Molenbeek,No data,No data,No data,No data,No data,No data,No data,RWD Molenbeek
Częstochowa,50.8120466,19.113213,Silesian Voivodeship,PL,Clouds,broken clouds,2024-03-26 13:25:02,Raków Częstochowa
Eindhoven,51.4392648,5.478633,North Brabant,NL,Clouds,overcast clouds,2024-03-26 13:25:05,PSV Eindhoven
Pohang,No data,No data,No data,No data,No data,No data,No data,Pohang Steelers
Dunkerque,51.0347708,2.3772525,Hauts-de-France,FR,Clouds,overcast clouds,2024-03-26 13:25:09,USL Dunkerque
Midori-ku,No data,No data,No data,No data,No data,No data,No data,Urawa Red Diamonds
Vorónezh,51.6605982,39.2005858,Voronezh Oblast,RU,Clear,clear sky,2024-03-26 13:25:12,Fakel Voronezh
Linz,48.3059078,14.286198,Upper Austria,AT,Clear,clear sky,2024-03-26 13:25:16,LASK
Lisboa,No data,No data,No data,No data,No data,No data,No data,Sporting CP
Bérgamo,45.6944947,9.6698727,Lombardy,IT,Clouds,broken clouds,2024-03-26 13:21:20,Atalanta BC
Brighton(Coord.50°51′43″N0°05′00″O﻿ / ﻿50.861822,No data,No data,No data,No data,No data,No data,No data,Brighton & Hove Albion
Utrecht,52.080985600000005,5.12768396945229,Utrecht,NL,Clouds,overcast clouds,2024-03-26 13:25:23,FC Utrecht
Fráncfort,50.1106444,8.6820917,Hesse,DE,Clear,clear sky,2024-03-26 13:21:27,Eintracht Frankfurt
Curitiba,-25.4295963,-49.2712724,Paraná,BR,Clouds,scattered clouds,2024-03-26 13:23:57,Coritiba Foot Ball Club
Glasgow,55.8609825,-4.2488787,Scotland,GB,Clouds,overcast clouds,2024-03-26 13:19:24,Celtic FC
Gran Mánchester,No data,No data,No data,No data,No data,No data,No data,Manchester United
Salerno,40.6803601,14.7594542,Campania,IT,Clouds,overcast clouds,2024-03-26 13:25:34,US Salernitana 1919
Fürth,49.4772475,10.9893626,Bavaria,DE,Clear,clear sky,2024-03-26 13:25:38,SpVgg Greuther Fürth
Copenhague,55.6867243,12.5700724,Capital Region of Denmark,DK,Clouds,scattered clouds,2024-03-26 13:22:23,Hvidovre IF
Porto Alegre,-30.0324999,-51.2303767,Rio Grande do Sul,BR,Clouds,scattered clouds,2024-03-26 13:25:43,Sport Club Internacional
Trebisonda,41.0054605,39.7301463,Trabzon,TR,Clouds,broken clouds,2024-03-26 13:25:46,Trabzonspor
Degerfors,No data,No data,No data,No data,No data,No data,No data,Degerfors IF
Värnamo,No data,No data,No data,No data,No data,No data,No data,IFK Värnamo
Machida,No data,No data,No data,No data,No data,No data,No data,Machida Zelvia
Hiratsuka,No data,No data,No data,No data,No data,No data,No data,Shonan Bellmare
Osaka,34.6937569,135.5014539,Osaka Prefecture,JP,Clouds,broken clouds,2024-03-26 13:25:48,Cerezo Osaka
Osaka,34.6937569,135.5014539,Osaka Prefecture,JP,Clouds,broken clouds,2024-03-26 13:25:48,Cerezo Osaka
Austin,30.2711286,-97.7436995,Texas,US,Clear,clear sky,2024-03-26 13:25:00,Austin FC
Midori-ku,No data,No data,No data,No data,No data,No data,No data,Urawa Red Diamonds
Kalmar,No data,No data,No data,No data,No data,No data,No data,Kalmar FF
Kōbe,No data,No data,No data,No data,No data,No data,No data,Vissel Kobe
Shimizu,No data,No data,No data,No data,No data,No data,No data,Shimizu S-Pulse
Commerce City,39.8083196,-104.9338675,Colorado,US,Clouds,scattered clouds,2024-03-26 13:15:59,Colorado Rapids
Chiba,No data,No data,No data,No data,No data,No data,No data,JEF United Chiba
Kashima,No data,No data,No data,No data,No data,No data,No data,Kashima Antlers
Shimizu,No data,No data,No data,No data,No data,No data,No data,Shimizu S-Pulse
Midori-ku,No data,No data,No data,No data,No data,No data,No data,Urawa Red Diamonds
Suita,34.764884,135.51735,Osaka Prefecture,JP,Clouds,broken clouds,2024-03-26 13:26:02,Gamba Osaka
Sapporo,No data,No data,No data,No data,No data,No data,No data,Hokkaido Consadole Sapporo
Varberg,No data,No data,No data,No data,No data,No data,No data,Varbergs BoIS
Osaka,34.6937569,135.5014539,Osaka Prefecture,JP,Clouds,broken clouds,2024-03-26 13:25:48,Cerezo Osaka
Kashima,No data,No data,No data,No data,No data,No data,No data,Kashima Antlers
Okayama (Okayama),No data,No data,No data,No data,No data,No data,No data,Fagiano Okayama
Osaka,34.6937569,135.5014539,Osaka Prefecture,JP,Clouds,broken clouds,2024-03-26 13:25:48,Cerezo Osaka
Isahaya,No data,No data,No data,No data,No data,No data,No data,V-Varen Nagasaki
Yokohama,No data,No data,No data,No data,No data,No data,No data,Yokohama FC
Kawasaki,No data,No data,No data,No data,No data,No data,No data,Kawasaki Frontale
Suita,34.764884,135.51735,Osaka Prefecture,JP,Clouds,broken clouds,2024-03-26 13:26:02,Gamba Osaka
Kalmar,No data,No data,No data,No data,No data,No data,No data,Kalmar FF
Midori-ku,No data,No data,No data,No data,No data,No data,No data,Urawa Red Diamonds
