name,latitude,longitude,state,country,sky_weather,weather_description,timestamp,Team
Alkmaar,52.600853799999996,4.817099446443963,North Holland,NL,Clouds,overcast clouds,2024-03-26 20:13:49,AZ Alkmaar
Herning,56.1379757,8.9746623,Central Denmark Region,DK,Clouds,overcast clouds,2024-03-26 20:13:24,FC Midtjylland
Łódź,51.7687323,19.4569911,Łódź Voivodeship,PL,Clear,clear sky,2024-03-26 20:17:08,Widzew Lodz
Kawasaki,No data,No data,No data,No data,No data,No data,No data,Kawasaki Frontale
Mánchester,53.4794892,-2.2451148,England,GB,Rain,light rain,2024-03-26 20:08:15,Manchester City
Mjøndalen,No data,No data,No data,No data,No data,No data,No data,Mjøndalen IF
Londres,51.5073219,-0.1276474,England,GB,Clouds,overcast clouds,2024-03-26 20:17:10,Tottenham Hotspur
Tromsø,No data,No data,No data,No data,No data,No data,No data,Tromsø IL
Adana,No data,No data,No data,No data,No data,No data,No data,Adana Demirspor
Pachuca,20.1165413,-98.7413535,Hidalgo,MX,Clouds,few clouds,2024-03-26 20:17:11,CF Pachuca
Gotemburgo(Suecia),No data,No data,No data,No data,No data,No data,No data,BK Häcken
Leipzig,51.3406321,12.3747329,Saxony,DE,Clear,clear sky,2024-03-26 20:17:12,RB Leipzig
Kalba,25.0512959,56.3542189,Sharjah Emirate,AE,Clear,clear sky,2024-03-26 20:17:13,Ittihad Kalba FC
Carrera 74 # 48-21Medellín,No data,No data,No data,No data,No data,No data,No data,Atlético Nacional
Edimburgo,55.9533456,-3.1883749,Scotland,GB,Rain,light rain,2024-03-26 20:17:15,Hibernian FC
Salvador de Bahía,-12.9822499,-38.4812772,Bahia,BR,Clouds,scattered clouds,2024-03-26 20:10:09,Esporte Clube Vitória
Dijón,47.3215806,5.0414701,Bourgogne-Franche-Comté,FR,Drizzle,light intensity drizzle,2024-03-26 20:17:18,Dijon FCO
Constanţa,No data,No data,No data,No data,No data,No data,No data,FCV Farul Constanta
St. Paul,44.9497487,-93.0931028,Minnesota,US,Snow,light snow,2024-03-26 20:16:52,Minnesota United FC
Av. Padre Leopoldo Brentano,No data,No data,No data,No data,No data,No data,No data,Grêmio Foot-Ball Porto Alegrense
Ostende,51.2258565,2.919496,West Flanders,BE,Clouds,overcast clouds,2024-03-26 20:17:21,KV Oostende
Pasaje Mozart y CorbattaAvellaneda,No data,No data,No data,No data,No data,No data,No data,Racing Club
Lugano,46.0050102,8.9520281,Ticino,CH,Rain,moderate rain,2024-03-26 20:17:00,FC Lugano
Belgrado,44.8178131,20.4568974,Central Serbia,RS,Rain,light rain,2024-03-26 20:17:24,FK Cukaricki
Bærum,No data,No data,No data,No data,No data,No data,No data,Stabæk Fotball
